Gene	Median_FPKM	Mean_FPKM
ENSRNA049474772	0.49256098492865	0.645056474768612
ENSRNA049474778	0.327317507440812	0.411494078478355
ENSRNA049474799	NA	NA
ENSRNA049474807	0.376392248520889	0.376392248520889
ENSRNA049474812	0.167944852392194	0.231199899564294
ENSRNA049474818	0.354639590152417	0.309513239328715
ENSRNA049474823	NA	NA
ENSRNA049474843	0.164453953360602	0.164453953360602
ENSRNA049474847	0.165221364118137	0.165221364118137
ENSRNA049474860	0.347321789758087	0.355420043575228
ENSRNA049474877	0.337260541910262	0.337260541910262
ENSRNA049474888	0.268446218376274	0.403513662474495
ENSRNA049474894	0.334532076619875	0.382853599365724
ENSRNA049474898	0.40118193823575	0.40118193823575
ENSRNA049474907	0.268677729026544	0.375423244038886
ENSRNA049474911	0.285392548832064	0.422464831308433
ENSRNA049474917	1.26927158821389	1.90530630025285
ENSRNA049474924	0.529584859673027	0.861797070502986
ENSRNA049474946	0.576447483640594	3.52482953382892
ENSRNA049474953	0.568463407179135	1.1826398574505
ENSRNA049474986	0.413113815126237	0.413113815126237
ENSRNA049474992	0.223151308131423	0.276728217871487
ENSRNA049475115	1.18126815473316	1.44896223568762
ENSRNA049475128	0.797031150781328	0.899564707386883
ENSRNA049475135	0.35435963496305	0.70093003670349
ENSRNA049475138	1.17954978490863	1.33152568705117
ENSRNA049475223	7.2294159730765	15.4167308310157
ENSRNA049475237	8.31885771121367	9.11544001970781
ENSRNA049475307	27.0444103045488	28.3389689321626
ENSRNA049475322	NA	NA
ENSRNA049475327	0.381216039259543	0.407133195200705
ENSRNA049475331	0.283065212894689	0.358984746524438
ENSRNA049475336	0.259914752891324	0.259914752891324
ENSRNA049475340	0.233576729083095	0.277917190007979
ENSRNA049475348	0.299343756853934	0.299343756853934
ENSRNA049475356	NA	NA
ENSRNA049475359	0.252664653246655	0.252664653246655
ENSRNA049475437	0.355372970662527	0.305814345927442
ENSRNA049475459	0.655815676671515	0.972293053277959
ENSRNA049475486	3.88191416743949	4.57310156494943
ENSRNA049475492	0.286892633804365	0.409218480636893
ENSRNA049475506	1.17718884291931	1.58786156208783
ENSRNA049475518	1.97599062199382	2.67919341307335
ENSRNA049475525	4.34707643289873	5.12235711239418
ENSRNA049475551	1.12868472729878	1.45581538998175
ENSRNA049475560	1.2978242653861	1.93797196026943
ENSRNA049475565	NA	NA
ENSRNA049475572	1.12041103058463	1.53861725045919
ENSRNA049475579	0.286046030417659	0.417318176792289
ENSRNA049475586	0.283052076433976	0.290483699404688
ENSRNA049475591	0.558313795681757	0.729672004436713
ENSRNA049475596	0.645282387449977	1.00645365686316
ENSRNA049475603	0.278530779861038	0.278530779861038
ENSRNA049475610	NA	NA
ENSRNA049475617	0.318142185141891	0.472258873878942
ENSRNA049475622	0.243332983926269	0.275361735288899
ENSRNA049475645	0.104515255935145	0.144135664198691
ENSRNA049475672	0.492582728678182	0.492582728678182
ENSRNA049475740	NA	NA
ENSRNA049475878	0.571499352522965	0.669658385845148
ENSRNA049475967	0.399157973699869	0.399068033774352
ENSRNA049475976	NA	NA
ENSRNA049475996	1.57521853597457	1.89151353459859
ENSRNA049476001	1.30281432759572	1.56447451008886
ENSRNA049476004	1.05849799820601	1.2820636029297
ENSRNA049476008	1.89998577420485	2.00002270831522
ENSRNA049476010	1.60963928752974	1.87345817786903
ENSRNA049476041	0.571412197312363	0.786468430038435
ENSRNA049476045	0.487971155291102	0.666750440058345
ENSRNA049476092	0.291332557398913	0.297223929361378
ENSRNA049476098	0.293359531998	0.301631297770274
ENSRNA049476101	0.306196649902749	0.304649191222269
ENSRNA049476107	NA	NA
ENSRNA049476110	0.138494653298059	0.138494653298059
ENSRNA049476112	0.508908553128953	0.508908553128953
ENSRNA049476121	0.719835931426629	0.897711972191254
ENSRNA049476127	2.52180162325615	3.22126202402958
ENSRNA049476131	0.352011706580165	0.858891509290487
ENSRNA049476145	0.382927452481788	0.382927452481788
ENSRNA049476156	1.32635459000164	2.18572232827919
ENSRNA049476166	1.55875315319688	2.27503724226621
ENSRNA049476173	0.410889414524248	0.508122310020212
ENSRNA049476180	0.67741436583487	0.813829131619511
ENSRNA049476213	0.590079745442405	0.824064800286243
ENSRNA049476216	NA	NA
ENSRNA049476247	3.35851860462397	3.53472677547617
ENSRNA049476252	2.45717779893327	2.69135019431911
ENSRNA049476258	3.19862802034938	3.5108556033655
ENSRNA049476276	3.96946613036966	5.54044149507923
ENSRNA049476283	3.08175797589397	3.57300154700034
ENSRNA049476306	0.629201087969471	0.710410483083083
ENSRNA049476322	4.13642283466808	4.36028684056491
ENSRNA049476328	32.541087842515	30.0802433175058
ENSRNA049476380	0.392487387918211	0.505234732867185
ENSRNA049476438	0.227879222189704	0.260718726832684
ENSRNA049476471	0.563920665502544	0.628044133443012
ENSRNA049476473	0.308840704150054	0.36955058888383
ENSRNA049476538	0.297323615794966	0.300234968772998
ENSRNA049476545	0.357724077002483	0.357724077002483
ENSRNA049476580	0.299425626119904	0.480357623318044
ENSRNA049476585	2.82603475178814	2.90253555368735
ENSRNA049476589	0.159382388577546	0.159382388577546
ENSRNA049476610	4.87985945720844	5.06805444464734
ENSRNA049476616	0.648783446976007	0.797234133207566
ENSRNA049476666	NA	NA
ENSRNA049476674	0.326034184345153	0.606033510610125
ENSRNA049476678	0.303242427081003	0.370973238565335
ENSRNA049476681	0.307334941081498	0.460196452853141
ENSRNA049476704	NA	NA
ENSRNA049476719	10.9456752287906	11.1094031404439
ENSRNA049476737	0.285693251875123	1.30375686237295
ENSRNA049476754	0.355887223847142	0.471428890525906
ENSRNA049476758	NA	NA
ENSRNA049476774	0.351390913945515	0.380940213805901
ENSRNA049476781	1.34194289361211	1.92418360537605
ENSRNA049476796	2.28574375577535	2.32308398573543
ENSRNA049476801	2.22226803551237	2.4774903240832
ENSRNA049476824	0.318207953411016	0.318207953411016
ENSRNA049476856	1.11724004420079	1.45734991739009
ENSRNA049476863	0.243940468156212	0.412918516346688
ENSRNA049476878	0.627976098438444	0.799560774700496
ENSRNA049476908	7.19711180770267	9.13279464230107
ENSRNA049476922	0.84418324964686	0.881970308643777
ENSRNA049476935	NA	NA
ENSRNA049476941	0.580910205225569	0.747795019281123
ENSRNA049476973	0.193690075860203	0.401358815079633
ENSRNA049476983	0.681632539196132	0.999358861408579
ENSRNA049476994	0.324859122212445	0.377476058605342
ENSRNA049477002	0.377869548435876	0.429875976945769
ENSRNA049477007	0.681234631929317	0.696465886408681
ENSRNA049477011	0.354545688416683	0.472891471374351
ENSRNA049477025	0.393304373600759	0.690742808577411
ENSRNA049477038	2.5785229914919	5.19495717502828
ENSRNA049477060	2.02514262433906	3.58006494939333
ENSRNA049477077	1.6412777147713	2.11986591393923
ENSRNA049477080	4.80229389772171	5.15286778685268
ENSRNA049477082	1.1759187848869	1.43451978656227
ENSRNA049477087	1.42897670868289	1.66260980268333
ENSRNA049477092	0.175222384917881	0.210643615634396
ENSRNA049477097	0.729797802605946	4.57163113489769
ENSRNA049477101	0.371726251510101	1.39999327328272
ENSRNA049477115	0.28760346594365	0.3970919315224
ENSRNA049477133	0.298605822824263	0.284770340859342
ENSRNA049477136	1.06479320931824	1.88549005938719
ENSRNA049477141	0.174994689151802	0.233407736603107
ENSRNA049477174	0.422186964240964	0.625093623509329
ENSRNA049477188	0.761310208769639	0.832518506432834
