line	AGY	EH	ERN	KR	PH
K10/ji63	150.0806912	105.3296041	13.87370147	32.99258026	281.1916833
K10/NS501	175.3634845	111.4001287	12.75839908	34.1045064	289.2552471
K10/PHG47	159.8565704	98.33145009	16.10145791	34.03105733	290.1296101
K10/PHT22	192.4508672	110.0261417	14.29255303	37.45449539	297.4658668
K10/PHT69	192.9608024	114.2480292	13.52547605	35.14211361	301.8040151
K10/PHT77	189.2921625	116.4214269	16.13353778	37.83989235	307.1960639
K10/SC30-1	182.5048242	129.2869421	16.77142171	34.38624271	298.1276182
K10/shuang741	164.4409855	113.3986554	13.21864526	33.03725328	280.6279691
K10/T24	171.1623484	110.7506076	13.37206066	38.32905003	298.0540903
K10/xuan6	172.2737095	120.4934249	15.34207901	35.59081679	306.6078404
K10/yan156	157.2021598	125.5646862	15.13633771	34.48990337	284.4024032
K14/3335	196.0457794	122.5216458	18.43476872	38.72926996	299.8293935
K14/E28	178.8296187	151.2918635	19.50076673	38.87131664	305.3492126
K14/KP3130	179.3031367	153.544059	17.82110713	40.89342213	324.0584709
KP3130/changK	181.154997	124.140736	17.13073785	40.70072365	329.9897246
KP3130/luosu3	165.7803692	138.9548146	14.6868583	42.24778929	314.7694415
KP3130/Sg1533	166.2540156	160.4139943	16.28695318	42.18301966	322.3918377
KP3130/zaC546	174.6506699	126.2017166	16.59378397	43.19098095	314.965516
L061M/PHW03	182.4120923	130.4610764	16.36366088	37.91400715	312.3675288
L061M/zhongyin15	189.7901321	143.30161	16.67049167	39.3073654	295.7992336
L139/MO113	162.1683156	108.8520073	14.44596843	39.11466692	291.8532342
L473/757	163.5697608	125.8394836	21.19624584	36.6688785	310.4558025
L473/BCC03	193.7180208	119.2443458	17.74439944	40.07815933	310.6763863
L473/ji434	180.8189596	144.200947	21.19624584	34.252736	323.592794
L473/PHN37	149.7487644	117.5705797	16.31254822	35.61861539	309.2548462
L473/xuan6	129.8180069	142.5021994	17.51154185	34.44843585	316.068435
lan766-4-2/B09	182.7155992	114.6227529	14.98292231	37.92883011	305.3088468
lan766-4-2/DM07	173.3545492	121.9150711	14.98023577	38.53089494	302.1260062
LH127/PHJ40	155.9415567	118.6697694	12.60498368	38.16599747	283.838689
LH127/W182bn	169.1481018	122.0922462	14.59938382	39.20360468	308.1764364
LH162/5707	161.9877853	122.2886948	14.62087282	39.1794438	289.0397289
LH162/96201	156.3907521	131.4853213	15.28975311	39.0109062	286.7798065
LH162/D15	165.2580736	130.011408	15.71819816	40.71857191	311.0930446
LH162/PHT77	160.4120355	116.7961506	15.4431685	40.56731701	296.853134
LH162/SC-9	156.8802683	125.7895205	14.38577538	42.71608594	298.813879
LH215/150-4	159.0618428	141.5029361	13.83230685	36.53547186	313.1518269
LH215/2005	197.4151435	156.4542348	16.13353778	39.5297098	320.9493747
LH215/P167	164.0875662	131.9100083	13.21864526	39.33701132	310.4312932
LH215/yun147	171.0861765	134.3332218	13.75559915	39.84099197	310.1616907
LH60/84-126-15-1	170.6004169	120.3185538	15.5965839	37.35073467	283.127919
LH60/R31	163.6981478	125.8020113	15.90341469	41.39740278	306.4607845
LH82/H114	134.5456589	121.1429461	16.90061476	34.62331001	267.687052
LH82/PHN37	158.5375253	100.3582691	15.74999929	36.72817034	273.7898709
LH82/zhangjin6	154.1586353	117.3207639	15.98012239	37.60272499	286.4856948
LH82/zhonger02	178.6746685	144.0510575	19.43196879	40.77483845	307.0244987
LH93/equn4	181.7973845	143.5764074	15.5965839	43.29474167	310.7499142
LH93/xingK36	170.9592335	140.3787648	15.5198762	39.18878172	303.8137788
LH93/yu82	177.033133	129.5117763	18.35806102	36.0759601	302.0736176
liao2204/fu8527	145.9542224	127.1385259	17.65328591	38.65055267	274.9663179
liao2204/xing230	196.0219839	133.1091242	14.44596843	38.4921026	296.7796061
liao5110/A619	165.4620569	134.3582034	18.20464562	37.61754795	295.7257056
liao7794/PHN29	174.6794811	124.5079918	15.74999929	40.50802517	308.678505
liao7794/shuangM9B-1	178.8269767	126.4390416	15.28975311	40.70072365	301.4363754
Lo1067/PHG71	132.9453226	114.2230476	14.82950692	32.34057415	276.6084418
Lo1067/PHWG5	170.8436614	135.4823746	16.13353778	39.1591358	318.3968197
longkang1/PHR55	185.5882545	134.320731	18.81830721	39.27771948	314.2302366
Lp215D/807	173.3051674	112.2495026	15.4431685	37.26179691	294.7453331
Lp215D/B7	146.4350093	91.42735327	13.67889145	35.9277305	263.446941
luosu3/ji846	161.0680905	158.215615	12.68169138	40.19674301	319.6222854
luosu3/N68a	141.0119726	151.5920263	13.21864526	38.8626766	305.14106
luosu3/zaC546	146.7980246	119.1130964	13.48008262	40.68734118	287.3735893
Lx9801/91huang15	188.7206948	156.0671989	16.67049167	39.69276236	328.7887683
