gid	B1	B10	B11	B14	B15	B16	B17	B18	B19	B20	B21	B23	B24	B25	B26	B29	B3	B30	B35	B36	B37	B4	B41	B44	B45	B46	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B64	B68	B7	B70	B8	B9
ENSRNA049458812	5.444919124	12.48931333	6.672190669	9.924478007	6.193191685	5.015672652	4.779422039	7.759116141	11.55885195	9.585651475	12.53084921	5.592445323	7.045077259	2.62065158	6.852808472	2.23130089	7.187323322	13.00881091	6.295461493	3.270391328	11.76449598	9.080278396	6.254181088	8.925723072	5.384785969	7.019095483	10.3629646	6.229006789	10.09556635	5.056397293	5.410685786	4.553727685	4.513373989	6.126326155	10.52048066	10.48246572	8.091421653	9.040140927	9.822236815	5.119615474	8.784603354	10.1188718	5.311679067	3.85898203	4.323843237	6.914817164	5.797696326	4.4582458
ENSRNA049458826	37.43381898	69.94015467	29.82060727	64.79266356	55.86016029	27.24932605	28.77822206	46.09146603	26.50078252	65.65655902	30.60418941	37.20191889	42.97497128	19.53576632	8.192455241	9.056456552	45.19720628	12.62241058	32.39859451	10.40579059	10.9475171	40.50196119	17.92865245	13.38858461	35.21941093	8.563296489	11.16011573	31.69872344	32.43978192	60.06387087	10.82137157	30.26889579	25.47872413	46.20703625	37.14638851	11.11393956	43.1100334	66.15739497	13.0474489	25.42550606	10.90991062	59.48255717	41.60815269	10.33211318	26.49336674	57.97808238	30.3911501	35.97343163
ENSRNA049458846	1.956882007	5.541492493	3.371279465	6.567473366	3.442971216	3.288347942	4.385629876	2.589740056	5.741583931	4.362899895	7.602123994	3.446933946	2.531972398	1.236774861	3.868169529	1.362740812	3.311660333	5.246227217	2.207379034	2.49319949	6.263870345	5.634674228	5.438945551	3.32667889	2.789578946	2.690810295	6.897051386	1.879385643	3.706642144	2.569846824	2.160642982	2.781135701	3.139526007	2.653742464	2.904486003	3.933785349	1.906901219	3.609989162	2.458756867	2.986217155	4.639541	3.931547866	1.919096576	2.286649452	3.202123808	2.44267612	2.613921325	2.823933986
ENSRNA049458857	9.912597166	0	0	0	0	0	0	0	3.58855997	0	2.282695837	6.549923254	0.069516102	0	0	0	0	0	0	0	0	13.03362341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161912834	0	0	0	0	0	0
ENSRNA049458874	3.342575351	6.815156165	3.686599682	8.658975785	4.931615601	4.61918775	5.314235222	3.062470384	5.857737979	6.814172793	5.841482056	4.056999385	4.805438501	2.475059826	4.412056025	1.5701747	2.43672785	7.460865514	3.673774277	5.428629376	8.84757877	6.868880993	7.875635444	5.900894698	2.840622828	3.093601342	7.361346176	3.224728618	5.061073809	3.280132026	3.879884766	3.288803328	4.400135215	2.811264544	4.661337797	4.691616741	4.509972725	5.002008392	3.507553888	4.056490996	5.977098698	5.337983419	2.627735412	2.899999638	4.009381911	5.693396468	3.709278832	2.516659826
ENSRNA049458957	4.341902002	14.13023457	3.173958153	17.56734922	7.895787337	8.724754475	3.617851602	8.666475468	7.436088184	9.989436815	11.52967311	8.79976661	8.931027495	4.237989036	6.194671141	5.313716552	7.291342871	9.164725209	6.593059371	7.659520083	11.62636759	7.212770275	13.12876548	5.840060732	2.499596942	4.822190958	6.682646617	6.283234111	6.339386266	12.4064181	5.900312564	6.079461188	6.965935711	9.171826401	12.26920763	5.422862964	6.346508009	16.13161043	5.935055235	9.24472207	6.431428095	16.27223978	6.05093337	4.123348608	5.883182392	15.17174496	9.407037038	10.75018886
ENSRNA049458986	4.345975081	7.854051921	4.742602426	11.11057416	6.432359656	7.713399752	5.165099323	5.882183969	5.523288416	8.376446555	8.917650545	6.08689933	6.645569829	3.111660579	2.990956201	5.523830251	4.613439009	4.672930747	6.01645383	4.961785512	10.19629505	5.593317654	8.471110319	4.101841436	1.900825897	3.055874497	4.820171935	2.410574985	4.791047005	7.115580521	4.362273771	4.470427789	3.803165651	7.685132996	7.728007401	6.598131523	6.159962746	6.162062062	5.531489025	6.928808172	5.962955581	6.548584301	4.95540791	2.167830975	4.563524126	8.877042485	7.328087449	11.60118798
ENSRNA049459026	0.753424856	1.920191585	0.188417344	0.392363084	0.336064665	0	0.844262082	0.48073663	0	0.427866664	0	0.168225731	0.324947362	0.329659131	0.356480245	0.726470057	0	1.425787242	1.487271532	1.234175163	0.226094157	0.451962995	2.115432311	1.235070983	0.402758976	0.194249387	0.919195578	1.340765544	0.132411815	0.636058433	0	0.185326127	0.604379038	1.149440776	0.718884409	0.349513427	0.367090803	0.379061582	0	0	0.784221905	1.135272543	1.049983071	1.550251221	0	0.736013634	0	0
ENSRNA049459076	0.661168751	9.773383291	3.802954157	9.813080805	4.128794457	4.090607227	2.716571189	8.437418405	4.963862378	5.131489307	13.60664327	5.462186503	6.273473559	3.182219776	4.629878119	2.390679525	5.370747098	7.820006556	2.796764252	3.429663633	7.73795718	4.124854112	6.075490199	5.238549375	4.241298601	3.409274949	4.194533292	4.706360685	6.274698651	5.581737271	6.022608584	3.415295764	4.77336097	5.799984326	7.412578527	5.52088556	8.214593177	8.981438713	4.628388776	3.771915735	4.989411813	9.630509257	3.685654863	3.32548221	3.722997489	7.912146563	4.996171488	5.413584186
ENSRNA049459101	8.315298989	6.385277084	2.484596716	6.748645045	4.768757597	0.475116454	2.097522239	4.318083241	1.901102235	5.069744558	3.727927639	1.687864838	4.378124123	3.213077665	2.738718894	4.685731868	2.522013325	3.985075341	1.705404691	2.004848987	4.53695609	4.508782841	4.96165033	1.652250515	0.808203011	4.00930734	2.002620767	3.514082645	3.530098982	7.1719122	4.769419323	1.806311982	2.310070988	3.706946504	3.91552375	5.711049396	3.893609786	5.433216012	4.652124103	0.638897332	2.697723352	8.244601488	2.909619756	2.271405122	1.933413055	4.852783225	0.519299037	0.365883621
ENSRNA049459132	0.94492034	8.807278736	2.835681034	7.17043536	5.539465896	0.445421676	3.731169368	5.74213197	0.698934645	6.848243657	0.716909161	0.361685323	4.191820969	0.945022843	1.635056056	0.260318437	5.071439838	7.663606425	4.568048278	0.4422461	1.134239023	0.323906813	4.96165033	3.983103921	2.742117359	0	5.533557381	3.157183626	3.416224821	3.798682309	0.894266123	3.453243495	3.465106482	5.663390492	5.409605181	3.256300094	4.209307876	5.161555211	0.290757756	0.570444046	1.124051397	9.356537873	3.135366116	2.839256402	3.66412958	4.615418828	1.483711533	0.304903017
ENSRNA049459156	2.876393023	6.173326217	2.87732655	8.04160975	3.376350607	3.663281072	3.732111821	8.886888357	4.076030081	5.158392488	10.98814042	3.245027193	3.134071753	3.047036268	3.438201988	3.357377974	3.996689137	7.305493975	3.073826879	5.78639757	7.450542044	2.542819843	5.255330567	4.797923726	5.826830788	2.810262154	3.84172208	5.849962347	4.629463543	7.838776205	5.683186576	5.362333536	6.800676272	7.506277967	9.966962816	9.129813348	10.76914048	9.139989552	6.358627571	3.838501994	7.721287633	13.38277664	4.641513951	4.983985233	2.710392133	9.908669527	4.575932765	3.761420401
ENSRNA049459180	0.68061489	7.216047704	1.361671565	6.521799833	4.310947153	0.598886287	1.220277967	3.358423404	0.563846436	6.596577359	1.927822955	0.303937246	2.935448858	0.714723158	1.391171645	1.181276942	1.935048587	2.962402484	1.535478413	0.743270756	1.797353553	1.371840621	2.640654237	1.041334358	0.145534756	0.982673368	3.055745973	0.692111865	1.866005154	3.217707368	2.555046066	0.535732669	1.601519802	1.661376584	2.337884592	1.262947677	2.122340106	5.478873289	1.905807143	0.690285232	0.425061453	6.563592516	0.632342746	0.99586633	1.415075969	4.521226607	1.496179697	0.307465228
ENSRNA049459199	0.402450544	0.10256924	0.704517027	0.104792625	0.269269204	0.276659426	0.300648195	0.684775986	0.312567046	0.380916492	0	0.35943883	0.607510285	0.088045606	0.228501623	0.679091575	0.408643801	0.380800319	0.567459413	0.329624422	0.483083168	0.048284245	0.410902719	0.219909119	0.215138335	0	0.392799104	0.204624378	0.282917169	0.226505281	0.222177919	0.19798816	0.107612003	0.383741874	0	0	0.098042885	0.30372015	0	0.085035137	0.209450571	0.202139625	0.186953508	0.368037557	0.116213968	0.884587814	0.414701981	0.227256907
ENSRNA049459243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184000176	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049459267	0.34761018	0.283496097	0.104316899	0.434462127	0.24808207	0.03823362	0.051936008	0	0.251976439	0.131604196	0.092305901	0.201798678	0.299844132	0.152095951	0.09210348	0.134069581	0.070591901	0.065782029	0.039210715	0.341649348	0.375529781	0.133455168	0.35491061	0.113965777	0.222986729	0.035848599	0.101782171	0.106044608	0.073309546	0	0.115141561	0.034201817	0.037179254	0.238644625	0.132669655	0.129004956	0.067746371	0.349777855	0	0.044068639	0.144727648	0.139675878	0.161478083	0.19073191	0.080302356	0.135830842	0.023879477	0.078515798
ENSRNA049459284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083479617	0	0	0	0	0	0	0	0
ENSRNA049459300	0.114558942	0.093429407	0.045838449	0.119318335	0.081758306	0.025200661	0.01711611	0	0.047452423	0	0.020280316	0.194399466	0.019763418	0.040099979	0.052035023	0.044184176	0.04652875	0.065037678	0.025844686	0.125104979	0.110009038	0.054977111	0.116964883	0.050078314	0.073487847	0.023628638	0	0.023298815	0.064426682	0	0.050594972	0.112716032	0.024505704	0.139818821	0.131168442	0.04251507	0	0.161382654	0.04935068	0.096822186	0.095393329	0.069047694	0.042573571	0	0.119090552	0.06714693	0.031479028	0
ENSRNA049459370	0	0	0	0	0	0	0	0	0	0	0	0	0	3.284530611	2.392764961	0	0	8.224358115	4.902295713	2.157298049	3.556847109	0	5.849099982	5.613046176	2.53443453	0	3.856137548	0	0	0	0	0	4.648313573	0	0	1.099688587	0	0	0	0	1.439334106	0	0	1.625873231	0	0	0	0
ENSRNA049459418	0	0.071179516	0.06984436	0	0	0.03839842	0	0	0	0	0	0	0	0.12220123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140277929	0	0	0	0	0	0
ENSRNA049459435	0	0.100082713	0	0	0.043790244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047113718	0	0	0	0	0	0	0.069014643	0.221014243	0	0	0	0	0	0	0	0	0.31719028	0	0	0	0	0	0	0	0	0.221747649
ENSRNA049459505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169566113	0	0	0	0	0	0	0	0	0	0.162991381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049459562	0	0	0	0	0	0.089084335	0.121010898	0	0.33548863	0	0	0	0	0	0	0	0	0.153272129	0.365443862	0.17689844	0	0	0.165388344	0.177026841	0	0	0	0	0.05693708	0	0	0	0	0.123564883	0	0	0	0	0	0.068453286	0	0	0	0	0.093552245	0	0	0
ENSRNA049459608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142342701	0	0	0.265634115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049459739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062248327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049459833	0.158810141	1.133289543	1.112031778	0.661631867	0.779208758	1.397401336	1.067743221	0.810653925	2.137917738	0.481000432	1.405704238	0.496430835	0.547950453	0.138973947	0.36067413	0.61251397	1.128778342	0.751333963	0.537417445	0.693719373	0.762513629	1.676694092	1.621454356	0.173555726	0.509371646	2.12912563	0.310003215	0.968956612	0.893130672	1.251330643	0.526038896	0.625021447	0.339716322	0.605710213	0.606118228	0	0.619015864	0.639201884	0.513101923	1.40933235	0.82650838	0.797658813	0	0.580922026	1.100614642	0.620560515	0.109096436	0
ENSRNA049459870	0	0.786364173	0.578710415	0.803410124	0.602115858	0.95447502	0.576242373	0.328121827	0.998478065	0.146017988	0.853463287	0.172231106	0.332684204	0.337508158	0.36496787	0.185941741	0.587425464	0.729867279	1.522682759	0.210593381	1.851818812	2.128530487	0.393781772	0	0.412348475	0.99437186	0.564648712	0.196098362	0.881169101	1.302405363	1.064602527	0.569215961	0.412512676	0.441303155	0.368000352	0.536752763	0.37583106	0.776173716	0.207684112	0.48895204	0.200723464	1.356019982	0.716655112	0.352702659	0.556858599	0.376768884	0	0.435575739
ENSRNA049459930	0.231409063	1.769319389	0.231484166	1.446138224	0.412879446	0.763580016	0.43218178	0.098436548	0.599086839	0.700886344	0.716909161	0.051669332	1.197663134	0.40500979	0.218980722	0.557825222	0.117485093	0.437920367	0.391546995	0.126356029	0.694432055	1.721333351	0.118134532	0.126447744	0.247409085	0.715947739	0.225859485	0.117659017	0.406693431	0.651202682	0.38325691	0.113843192	0.371261409	0.441303155	0.662400634	0.536752763	0.112749318	1.280686631	0	0.48895204	0.240868156	1.046072557	0.214996534	0.211621595	0.601407287	0.791214656	0.715360918	0.261345443
ENSRNA049460030	0.506207325	1.20412014	0.675162151	2.284697541	0.225793447	1.020758007	0.126053019	0.861319795	0.174733661	1.149891659	0.149356075	0.67815998	1.164394714	1.919577649	1.788342562	0.325398046	0.513997281	2.873852409	2.474359484	1.474153667	1.822884143	0.404883517	4.306988133	2.950447349	3.066841783	0.348030151	1.646892078	0	0.47447567	3.038945848	0.558916327	0.166021322	2.165691551	0.900993942	2.093002004	3.757269339	0.822130445	1.697880004	0.545170793	0.998277081	2.634495461	1.017014986	0.940609835	2.468918611	0.584701529	2.142873027	1.043234672	0.190564386
ENSRNA049460066	0.522536593	0.887830518	1.045412363	1.269906326	0.932308426	1.915792154	0.130119246	0.444552153	0.541110693	1.582646584	1.541740132	1.400072216	0.150244479	1.67665343	1.648241992	0.671789515	1.414874235	3.460983547	0.785900779	0.951066882	2.299839493	0.33435542	1.778369294	2.284217302	1.86221892	2.15554158	2.38002468	1.062726606	0.551004003	2.156671247	0.769261181	0.171376848	1.862960474	0.265730932	0.997162245	1.777632806	0.339460313	1.927915359	0.937928247	0.736056834	1.269090287	1.749703202	0.647301392	1.114995502	1.005938114	2.552305343	1.794812338	0.590134872
ENSRNA049460114	0	0.279892333	0.411963346	0.285959536	0	0.150990399	0.102551609	0	0.142156199	0.207890017	0.243020055	0	0	0	0.051961527	0	0.139389093	0.649458172	0	0	0.494341463	0.197638056	0.140159614	0.45006824	0	0	0.26796888	0.139595444	0.048251763	0	0.151570529	0.135068194	0.146826546	0.209432006	0.130983176	0	0.401311132	0.276265221	0	0.058011259	0.285775779	0.275800674	0.127540317	0	0.23784469	0	0.188607398	0.62014173
ENSRNA049460134	0	0	0.437943017	0	0	0	0.163528241	0	0	0	0	0	0.755283058	0	0	0	0.444538189	1.242746988	0.493843057	0	0.525516149	0	2.011479863	0.478450921	0.702106863	0	2.350159506	3.338972108	0.076942	0	0	0.861516049	0	1.836775295	1.462055454	0.40619128	0	0	0	0	0.455696512	0	0	1.601460721	0	0	0	0
ENSRNA049460169	1.833807667	0.415437676	0	0.848886169	0.454427063	0.728362489	0.152214967	0.17334738	0.105499569	0	0	0.909900182	0.351515385	0.178306197	0	0.196466745	0.517229968	0	0	0	0	0.342241161	0	0	0	0.105065706	0	0	0.393904329	2.752252843	0.22497261	0.100239289	0	0	0.388830561	0	0.297828387	0	0.329159724	0.258314285	0	0.409364523	0.662567934	0.09316674	0.353027338	1.094762417	0.90982311	0.690346454
ENSRNA049460407	0	0	0.909402081	0	0	0.999926211	0.555662289	0	0	0	0	0.221439993	0	0	0.062565921	0	0.167835847	0	0.18645095	0	0	0	0	0	0	0	0	0.672337241	0.174297185	0	0	0.162633132	0	0	0	0	0.080535227	0	0	0.454026894	0	0	0.153568953	0	0	0	0.227098704	0.373350634
ENSRNA049460670	0	0	0	0	0	0	0	0	0	0.099719602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049460686	0	1.399461664	0	1.000858375	0.734785454	0	0	0.700734749	0	1.455230122	0	0	0.71047813	0	0	0	0.139389093	0	0	0	0	0	0	0	0	0	0	0	0.193007052	0	0	0	0	0.104716003	0	0	0	0.414397831	0	0	0	0.689501686	0	0	0.23784469	0	0	0
ENSRNA049460705	0.654490279	0	0	1.022521977	0.291934962	1.079810123	0	0	1.016632211	0.495576203	1.303471203	0.36533871	0	1.288667513	1.424480655	1.262149998	0.33228107	4.025328627	1.661108465	2.680279394	1.964050255	0.392614319	3.341178673	3.755114808	3.848585768	0.674967566	2.555178012	0	0.517609821	1.657606826	2.348577697	0.321980745	1.575048401	0.249626027	0	2.428941795	0.637773921	0.987857457	1.409734577	0.138289466	1.192175724	0.493098175	0	1.346682879	0	0.319682689	1.236426277	2.032686782
ENSRNA049460733	0	0.138770148	0.136167157	0.425334772	0.242870262	0.224582358	0	0	0.704808046	0.206143042	0.120488935	0	0	0	0.36067413	0.393758981	0	0.64400054	0.460643524	0.297308303	0.816978888	0	1.389818019	0.446286154	1.309812803	0.701909548	1.195726685	0	0	0.459672481	0.300593655	0	0	0	0	0	0.132646257	0.136971832	0.146600549	0.115047539	0.283374302	0.136741511	0	0.746899748	0	0.132977253	0.187022462	0.307465228
ENSRNA049460753	0.13498862	0.13761373	0	0.562387087	0.060211586	0.965080298	0	0	1.53765622	0.408850368	0.358454581	0.180842661	0.465757885	0.708767132	0.766432526	1.692069841	0.274131883	1.660448059	1.979487587	0.4422461	0.81017073	0.259125451	3.169943266	1.327701307	1.876185562	0.417636181	2.766778691	0	0.094895134	0.151947292	0.745221769	0.265634115	1.588173804	0.102970736	0.128800123	1.252423113	0.263081742	0.1358304	1.163031026	0.513399642	0.562025698	0.135601998	0	1.728243028	0.155920408	0.395607328	0.834587737	0.609806035
ENSRNA049460770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123063908	0	0	0	0	0.105730679	0	0	0	0	0	0	0	0	0.097822878	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049460809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184665215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049461178	0	0	0	0	0	0	0	0	0	0.12776574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049461227	0	0	0.168790538	0	0	0.092796182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059309459	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313536612	0	0	0	0	0
ENSRNA049461250	0	0	1.200288268	0	0	0	0.298792342	0	0	0	0	0	0.345005841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813445057	0.210878075	0	0	0	0	0	0.572444993	0	0	0	0	0.253530687	0	0	0	0	0	0	0	0
ENSRNA049461441	0	2.01833471	0.18004324	0.749849449	0.802821144	0.692878162	1.07565243	0.765617596	0.93191286	2.044251838	1.911757764	0.884119677	0.931515771	1.732541878	2.52071142	1.561910623	0.731018355	6.47148987	4.466536094	2.555199689	6.265320315	1.641127854	7.534357908	5.114108738	2.116722172	0.556848242	6.499734067	2.013276515	1.581585565	1.620771119	1.192354831	1.94798351	4.235130144	1.784826094	2.747735965	2.337856478	1.578490454	2.897715206	1.35686953	0.380296031	2.622786593	1.988829306	1.003317157	2.139729463	0.519734692	2.10990575	0.370927883	1.016343391
ENSRNA049461457	0.192840886	0.786364173	0.192903472	2.008525311	0.172033102	0.42421112	0.720302967	0.328121827	0.798782452	0.438053965	0.341385315	0.516693318	0.332684204	1.012524474	1.605858627	0.557825222	0	4.92660413	2.610313302	1.263560286	1.851818812	0.462724019	4.134708608	3.161193588	1.855568138	0.198874372	3.952540987	0.392196724	0.948951339	0.868270242	0.425841011	1.138431921	0.825025353	0.588404207	1.47200141	0.894587938	0.37583106	1.746390861	0.415368224	0.162984013	2.007234637	0.581151421	0.537491334	1.587161964	1.113717197	0.565153326	0.529896976	0.21778787
ENSRNA049461468	0.136122978	0.416310444	0.817002939	0.283556514	0.485740524	0	0.406759322	0.347423111	0	0.515357606	0	0.060787449	0.117417954	0	0.206099503	0	0.414653269	0.515200432	0.153547841	0.148654151	0.163395778	0.130651488	0.833890812	0.297524102	0.582139024	0	0.265717041	0.692111865	0.143538858	0.612896642	0	0.401799502	0.873556256	0.830688292	0.519529909	0	0.39793877	0.410915497	0.293201099	0	0.425061453	0.957190575	0.505874197	0.497933165	0	0.398931759	0	0
ENSRNA049461479	0.188356214	0.768076634	0.188417344	0.98090771	0.252048499	1.035864362	0.422131041	0	0	0.142622221	0.333446122	0.168225731	0	0.164829566	0.071296049	0.363235029	0.191254802	0.534670216	0	1.439871023	0.678282472	0.813533391	0.769248113	0	0.604138464	0.388498773	0	0.957689674	0.26482363	0.636058433	0.415937732	0.926630634	0	0.143680097	0.359442205	0.349513427	1.101272409	1.516246329	1.014271243	0.159193687	0.980277381	0.756848362	0.524991536	0.172250136	0	0.368006817	0.129393448	0.212723035
ENSRNA049461505	0	0.19895961	0.19522761	0.406544882	0.435264476	0.858644194	1.020573842	0.166037551	1.010507921	0.738886206	0.345498391	0.784377808	0.168346224	0.341574521	1.920698379	0	0	4.985960807	1.981322145	3.41009041	3.748259765	0.187319603	3.586735178	0.639856052	1.669266116	0.402540898	3.809678059	0.793843971	0.274395568	0	0.430971626	0	0.834965417	0.446620061	0.372434092	0.905366106	0.380359145	0.785525207	0.42037266	0.577316866	0.812567275	1.372357572	0.543967133	2.677140662	0.338140643	0.190654134	0.536281277	1.322470919
ENSRNA049461520	0.462818126	0.314545669	1.080259442	0.964092149	0.481692687	0	0.115248475	0.393746192	0	0.817700735	0	0	0.532294726	0.135003263	0.058394859	0.743766963	0	0.729867279	0.52206266	0.505424114	1.111091287	0.074035843	1.575127089	0.505790974	0.65975756	0.318198995	0.45171897	1.255029516	0.271128954	1.389232387	0.511009213	0.303581846	0.825025353	0.470723366	0.883200846	0	1.352991817	1.086643202	0.332294579	0	0.160578771	1.084815985	1.003317157	0.42324319	0.178194752	0.602830214	0	0
ENSRNA049461556	1.270481129	7.771128296	3.812680382	7.277950539	4.108555268	2.620127505	4.745525428	5.539468489	4.440290687	4.930254432	6.044528224	2.623991556	3.287702721	3.335374738	4.328089561	1.837541909	4.837621467	5.860404913	3.224504667	1.560868588	6.290737436	3.658241656	5.026508504	4.686004613	1.18853384	4.258251259	9.455098046	5.006275827	4.465653361	4.290276491	4.208311167	6.25021447	3.397163217	4.845681704	4.545886706	3.241565704	2.940325355	5.11361507	3.420679488	2.013331928	2.975430168	6.062206976	2.950932815	3.049840637	1.559204076	5.429904504	3.818375268	1.076128297
ENSRNA049461578	1.76072113	6.282365946	3.346455879	8.6191934	2.591716085	3.389077968	4.998276239	3.295484435	1.458646216	3.466340073	5.766443255	1.808426613	4.55632714	2.311197169	3.199022719	2.546593407	4.827104899	5.831004889	3.37638351	2.691932783	2.958884407	5.407835491	3.235858911	3.655989106	2.447198559	2.360552329	3.60884177	3.580926608	6.06503682	3.171073928	2.332868147	1.905636042	3.013136071	2.283264151	2.016001931	2.123673974	3.946226134	2.834721397	3.602867852	2.678606826	1.649423245	3.360571259	2.126596148	2.093213605	2.542180559	2.752050978	1.693366423	2.386197527
ENSRNA049461590	1.041340782	4.954094289	4.050972906	5.42301834	2.838546189	2.099845043	3.543890597	2.362477153	0.958538942	4.643372031	5.01836413	1.498410622	2.295521007	1.822544053	2.846749384	2.23130089	2.232216763	4.160243488	2.740828967	0.8844922	3.749933095	4.220043053	2.953363291	2.655402614	1.113340883	2.625141711	3.049103047	1.529567223	3.294216792	2.344329654	2.810550672	1.479961498	0.742522818	1.765212621	1.766401692	2.254361604	2.705983635	3.376355664	1.619936072	1.613541731	3.251720112	2.789526819	1.719972269	2.22202675	2.739744306	2.260613304	1.589690928	1.568072661
